asset,entry_ts,exit_ts,entry_price,exit_price,exit_reason,return_pct,hold_hours,rsi,bb_pct,ret_1d,stablecoin_z,close_ma21
sol,2026-03-02 17:00:00+00:00,2026-03-02 18:00:00+00:00,87.61,86.7339,TRAIL,-0.9999999999999931,1.0,63.361661945231354,0.9164573679487931,0.04421930870083424,1.8808897958865394,1.036442606697012
sol,2026-03-02 23:00:00+00:00,2026-03-03 02:00:00+00:00,86.64,86.0508,TRAIL,-0.6800554016620559,3.0,63.992537313432834,0.6213217726583911,0.036363636363636376,1.8808897958865394,1.0125776362948287
sol,2026-03-04 02:00:00+00:00,2026-03-04 03:00:00+00:00,87.08,86.2092,TRAIL,-1.000000000000003,1.0,67.54617414248015,0.9057639916288122,0.010091636701078821,2.546385148508424,1.0217858958814097
sol,2026-03-04 07:00:00+00:00,2026-03-04 08:00:00+00:00,87.43,89.1786,TP,1.9999999999999956,1.0,64.29479034307491,0.911221978481004,0.021617200280439564,2.546385148508424,1.02248198434002
sol,2026-03-09 03:00:00+00:00,2026-03-09 05:00:00+00:00,83.16,83.42729999999999,TRAIL,0.3214285714285614,2.0,60.46511627906979,0.8383180540985997,0.009958707796939414,2.236612456562963,1.0093341270712803
sol,2026-03-09 09:00:00+00:00,2026-03-09 11:00:00+00:00,84.05,83.20949999999999,TRAIL,-1.0000000000000069,2.0,62.70358306188929,0.9480189124014141,0.010580738246964039,2.236612456562963,1.0180533525594808
sol,2026-03-10 05:00:00+00:00,2026-03-10 12:00:00+00:00,86.4,86.3676,TRAIL,-0.03750000000001129,7.0,60.76555023923447,0.8095911135314979,0.02527589889640458,2.2309022504812983,1.0129409006152232
sol,2026-03-11 21:00:00+00:00,2026-03-11 23:00:00+00:00,87.52,86.64479999999999,TRAIL,-1.0000000000000075,2.0,62.92134831460672,0.8711328770220274,0.021117722552794316,2.0689562982564906,1.0162901031817126
sol,2026-03-12 16:00:00+00:00,2026-03-12 18:00:00+00:00,86.79,85.9221,TRAIL,-1.0000000000000069,2.0,64.6296296296298,0.6878921694721186,0.004049051365108802,1.8928217696126362,1.0061608784220204
sol,2026-03-13 03:00:00+00:00,2026-03-13 06:00:00+00:00,89.69,88.7931,TRAIL,-1.0000000000000024,3.0,63.27632763276329,0.9511744862322551,0.0550523467827313,1.9177276988898866,1.0299048556430446
sol,2026-03-15 05:00:00+00:00,2026-03-15 13:00:00+00:00,88.31,87.66449999999999,TRAIL,-0.7309477975314377,8.0,72.14484679665759,0.9257963380763926,0.0026112624886467373,1.6031349559779984,1.0111446128010382
sol,2026-03-16 13:00:00+00:00,2026-03-16 14:00:00+00:00,93.68,92.7432,TRAIL,-1.0000000000000053,1.0,60.81504702194368,0.6859401961462357,0.06636311895276048,1.5644340607389526,1.0178025423334212
sol,2026-03-17 02:00:00+00:00,2026-03-17 03:00:00+00:00,95.15,94.19850000000001,TRAIL,-0.9999999999999956,1.0,62.73062730627315,0.6433120951376887,0.04011805859204198,1.612209074649179,1.0074519630729517
sol,2026-03-17 18:00:00+00:00,2026-03-18 00:00:00+00:00,95.32,94.3767,TRAIL,-0.9896139320184575,6.0,64.90196078431367,0.792476847702201,0.00995973723246446,1.612209074649179,1.008783998306699
sol,2026-04-14 04:00:00+00:00,2026-04-14 13:00:00+00:00,85.89,86.4171,TRAIL,0.6136919315403474,9.0,64.8459383753502,0.7690643949656958,0.048717948717948545,2.07539815435238,1.022378288299012
sol,2026-04-15 20:00:00+00:00,2026-04-16 13:00:00+00:00,84.79,84.6153,TRAIL,-0.2060384479301821,17.0,71.19047619047626,0.8206058756537242,0.01411314436072253,1.754547484557296,1.0114172758720585
sol,2026-04-17 02:00:00+00:00,2026-04-17 10:00:00+00:00,87.86,88.0407,TRAIL,0.20566810835420174,8.0,62.731006160164334,0.6082548478075412,0.032432432432432545,1.754547484557296,1.0102278824779072
sol,2026-04-17 15:00:00+00:00,2026-04-17 17:00:00+00:00,89.95,89.5158,TRAIL,-0.48271261812118305,2.0,62.59204712812962,0.8944643253369637,0.03844377741860994,1.754547484557296,1.0137332560535808
sol,2026-04-18 00:00:00+00:00,2026-04-18 08:00:00+00:00,88.96,88.07039999999999,TRAIL,-1.0000000000000018,8.0,61.705989110707755,0.4926824342241412,0.001576221571718106,1.754547484557296,1.0002570033410434
sol,2026-04-20 17:00:00+00:00,2026-04-21 02:00:00+00:00,85.69,85.2093,TRAIL,-0.5609756097560962,9.0,60.576923076923045,0.8864975130817607,0.006578174556560512,1.754547484557296,1.0116769362238014
sol,2026-04-21 15:00:00+00:00,2026-04-21 17:00:00+00:00,86.05,85.1895,TRAIL,-1.000000000000002,2.0,62.301587301587126,0.8539298086353377,0.0022129047286278958,1.754547484557296,1.0042569982049472
sol,2026-04-22 04:00:00+00:00,2026-04-22 05:00:00+00:00,87.08,87.1398,TRAIL,0.06867248507119388,1.0,61.18644067796598,0.9031064360593599,0.019194756554307135,1.754547484557296,1.0136076668532754
